Diagnosis ID,System,Chief Complaint,Diagnosis,Cluster,Subcluster,Mechanism / Etiology,Severity Level,Diagnostic Criteria,Red Flag?,Red Flag Criteria,Key Modifiers,Secondary Questions,Exam Findings,Testing – Imaging,Testing – Labs,Disposition,Disposition Rationale,Default Triage Route,ER Threshold,UC Threshold,PC Threshold,Follow-up Plan,Treatment – First Line,Treatment – Alternatives,Supportive Care,Pediatric Variant,Modifier Rule,Cluster Link,Medication Link,Logic Notes,Dx_Key
URO_UTI_SIMPLE_01,UROGYN,UTI_DYSURIA,Uncomplicated UTI,Urinary,Lower tract,Bacterial infection,Low,Dysuria + frequency in healthy female,N,,,Duration,CVA tenderness,,UA/culture,PC,Outpatient antibiotics,PC,,UC if severe,PC,Follow-up if not improved,,,Fluids,Yes,,,UROGYN cluster,ROW_KEY=URO_UTI_SIMPLE_01|Nitrofurantoin,Standard UTI treatment,URO_UTI_SIMPLE
URO_UTI_COMPLICATED_01,UROGYN,UTI_DYSURIA,Complicated UTI / Pyelonephritis,Urinary,Upper tract,Ascending infection,High,Fever + flank pain + UTI symptoms,Y,"Fever, back pain, immunocompromised",pregnancy,Diabetes,CVA tenderness,,UA/culture,UC/ED,May need IV antibiotics,UC,ED if septic,UC,PC if mild,Close follow-up,,,Hydration,Yes,,,UROGYN red flags,ROW_KEY=URO_UTI_COMPLICATED_01|UCReferral,Consider IV if vomiting,URO_UTI_COMPLICATED
URO_UTI_MALE_01,UROGYN,UTI_DYSURIA,UTI in male,Urinary,Complicated,Structural or prostate,Moderate,Male with dysuria/frequency,N,fever flank pain,male,Prostate history,Prostate exam,,UA/culture,UC,Always complicated in males,UC,ED if septic,UC,PC,Urology follow-up,,,Fluids,No,,,UROGYN cluster,ROW_KEY=URO_UTI_MALE_01|UCReferral,Consider prostatitis,URO_UTI_MALE
URO_VD_YEAST_01,UROGYN,VAGINAL_DISCHARGE,Vulvovaginal candidiasis,Vaginal,Yeast,Candida overgrowth,Low,Thick white discharge + itching,N,,,Recent antibiotics,Cottage cheese discharge,,,PC,OTC treatment first,PC,,,PC,Return if refractory,,,Avoid irritants,Yes,,,UROGYN cluster,ROW_KEY=URO_VD_YEAST_01|Fluconazole,Consider fluconazole if refractory,URO_VD_YEAST
URO_VD_BV_01,UROGYN,VAGINAL_DISCHARGE,Bacterial vaginosis,Vaginal,BV,Altered flora,Low,Fishy odor + gray discharge,N,,,Douching history,Discharge,,,PC,Metronidazole,PC,,,PC,Partner treatment not needed,,,Avoid douching,Yes,,,UROGYN cluster,ROW_KEY=URO_VD_BV_01|Metronidazole,Common recurrence,URO_VD_BV
URO_VD_STI_01,UROGYN,VAGINAL_DISCHARGE,STI suspected (chlamydia/gonorrhea),Vaginal,STI,Sexual transmission,Moderate,Discharge + risk factors,N,pelvic pain fever,pregnancy,New partners,Mucopurulent discharge,,STI panel,UC,Testing and treatment,UC,,UC,PC if confirmed,Partner notification,,,Safe practices,Yes,,,UROGYN cluster,ROW_KEY=URO_VD_STI_01|STITreatment,Treat empirically if high risk,URO_VD_STI
URO_VD_PID_01,UROGYN,VAGINAL_DISCHARGE,PID concern,Vaginal,PID,Ascending STI,High,Discharge + pelvic pain + CMT,Y,"Fever, peritonitis",pregnancy,STI history,CMT,Pelvic US,Gonorrhea/chlamydia,UC/ED,May need IV antibiotics,UC,ED if toxic,UC,PC if mild,Close follow-up,,,Rest,Yes,,,UROGYN red flags,ROW_KEY=URO_VD_PID_01|UCReferral,Low threshold to treat,URO_VD_PID
URO_PP_ECTOPIC_01,UROGYN,PELVIC_PAIN,Ectopic pregnancy concern,Pelvic,Pregnancy,Ectopic implantation,High,Pelvic pain + missed period + pregnancy,Y,"Hemodynamic instability, shoulder pain",pregnancy,Ectopic history,Unilateral tenderness,Pelvic US,bhCG,ED,Surgical emergency,ED,ED,ED,,Immediate ED evaluation,,,,Yes,,,UROGYN red flags,ROW_KEY=URO_PP_ECTOPIC_01|EDReferral,Do not delay,URO_PP_ECTOPIC
URO_PP_CYST_01,UROGYN,PELVIC_PAIN,Ovarian cyst / ruptured cyst,Pelvic,Ovarian,Cyst rupture or torsion,Moderate,Sudden unilateral pain + mid-cycle,N,severe sudden pain,,Cyst history,Unilateral tenderness,Pelvic US,,UC,Evaluate for torsion,UC,ED if severe,UC,PC,Follow-up imaging,,,NSAIDs for pain,Yes,,,UROGYN cluster,ROW_KEY=URO_PP_CYST_01|NSAIDs,Watch for torsion,URO_PP_CYST
URO_PP_TORSION_01,UROGYN,PELVIC_PAIN,Ovarian torsion concern,Pelvic,Torsion,Vascular compromise,High,Sudden severe unilateral pain + nausea,Y,"Sudden onset, severe, nausea",,Cyst history,Severe tenderness,Pelvic US,,ED,Surgical emergency,ED,ED,ED,,Immediate ED evaluation,,,,Yes,,,UROGYN red flags,ROW_KEY=URO_PP_TORSION_01|EDReferral,Time critical,URO_PP_TORSION
URO_PP_DYSMENORRHEA_01,UROGYN,PELVIC_PAIN,Dysmenorrhea / menstrual cramps,Pelvic,Menstrual,Prostaglandin-mediated,Low,Cyclic pain with menses without red flags,N,,,Menstrual pattern,Normal exam,,,PC,NSAIDs first line,PC,,,PC,Return if worsening,,,Heat application,Yes,,,UROGYN cluster,ROW_KEY=URO_PP_DYSMENORRHEA_01|NSAIDs,Consider endometriosis if refractory,URO_PP_DYSMENORRHEA
URO_TP_TORSION_01,UROGYN,TESTICULAR_PAIN,Testicular torsion concern,Testicular,Torsion,Vascular compromise,High,Sudden severe pain + high riding testicle,Y,"Sudden onset, nausea, high riding",age under 25,Duration,Absent cremasteric reflex,Scrotal US,,ED,Surgical emergency,ED,ED,ED,,Immediate ED evaluation,,,,Yes,,,UROGYN red flags,ROW_KEY=URO_TP_TORSION_01|EDReferral,Time critical - 6 hours,URO_TP_TORSION
URO_TP_EPIDIDYMITIS_01,UROGYN,TESTICULAR_PAIN,Epididymitis / orchitis,Testicular,Epididymis,Infection,Moderate,Gradual pain + swelling + urinary sx,N,no torsion signs,,STI history,Tender epididymis,,UA,UC,Antibiotics,UC,,UC,PC,Follow-up 48-72h,,,Scrotal support,Yes,,,UROGYN cluster,ROW_KEY=URO_TP_EPIDIDYMITIS_01|Antibiotics,Rule out torsion first,URO_TP_EPIDIDYMITIS
URO_TP_HERNIA_01,UROGYN,TESTICULAR_PAIN,Inguinal hernia,Testicular,Hernia,Abdominal wall defect,Moderate,Groin bulge + pain with straining,N,incarcerated hernia,,Hernia history,Reducible bulge,,,UC/PC,Surgical referral,UC,ED if incarcerated,UC,PC,Surgical consult,,,Activity modification,Yes,,,UROGYN cluster,ROW_KEY=URO_TP_HERNIA_01|SurgReferral,ED if incarcerated,URO_TP_HERNIA
