flow_id,system,chief_complaint,module,order,question_id,question_text,answer_type,required,min,max,choices,help_text,active
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,1,URO_UTI_01,"Burning or pain with urination?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,2,URO_UTI_02,"Frequent urge to urinate?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,3,URO_UTI_03,"Blood in urine?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,4,URO_UTI_04,"Back or flank pain?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,5,URO_UTI_05,"Fever or chills?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,6,URO_UTI_06,"Nausea or vomiting?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,7,URO_UTI_07,"Cloudy or foul-smelling urine?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,8,URO_UTI_08,"Pregnant or could be pregnant?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,9,URO_UTI_09,"Diabetic or immunocompromised?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,10,URO_UTI_10,"Recent UTI or recurrent UTIs?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,11,URO_UTI_11,"Recent antibiotic use?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,12,URO_UTI_12,"Kidney stones history?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,13,URO_UTI_13,"Urinary catheter or recent procedure?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,14,URO_UTI_14,"Vaginal discharge or irritation?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,15,URO_UTI_15,"New sexual partner recently?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,16,URO_UTI_16,"Symptoms worsening rapidly?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,17,URO_UTI_17,"Unable to keep fluids down?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,18,URO_UTI_18,"Male patient?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_DYSURIA_UTI_V1,UROGYN,UTI_DYSURIA,CORE,19,URO_UTI_19,"Allergies to antibiotics (sulfa, penicillin)?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_VAGINAL_DISCHARGE_V1,UROGYN,VAGINAL_DISCHARGE,CORE,1,URO_VD_01,"Abnormal vaginal discharge?",TRI,Y,,,,"Yes|No|Not sure",,Y
UROGYN_VAGINAL_DISCHARGE_V1,UROGYN,VAGINAL_DISCHARGE,CORE,2,URO_VD_02,"Discharge has odor (fishy or foul)?",TRI,Y,,,,"Yes|No|Not sure",,Y
