flow_id,system,chief_complaint,module,order,question_id,question_text,answer_type,required,min,max,choices,help_text,active
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,1,BURN_TH_01,"Burn injury occurred?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,2,BURN_TH_02,"Burn to face, neck, or airway concern?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,3,BURN_TH_03,"Trouble breathing or voice changes?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,4,BURN_TH_04,"Singed nose hairs or soot in mouth/nose?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,5,BURN_TH_05,"Burn from fire in enclosed space?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,6,BURN_TH_06,"Burn larger than palm of hand?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,7,BURN_TH_07,"Blistering present (second degree)?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,8,BURN_TH_08,"White/waxy/leathery skin (third degree)?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,9,BURN_TH_09,"Burn to hands, feet, or genitals?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,10,BURN_TH_10,"Circumferential burn (all the way around limb)?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,11,BURN_TH_11,"Burn over joint?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,12,BURN_TH_12,"Electrical burn or lightning injury?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,13,BURN_TH_13,"Chemical burn?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,14,BURN_TH_14,"Very young child or elderly patient?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,15,BURN_TH_15,"Diabetes or immunocompromised?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,16,BURN_TH_16,"Signs of infection (pus, increasing redness, fever)?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,17,BURN_TH_17,"Severe pain not controlled?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,18,BURN_TH_18,"Tetanus up to date (within 5 years)?",TRI,Y,,,,"Yes|No|Not sure",,Y
BURNS_THERMAL_V1,BURNS,THERMAL_BURN,CORE,19,BURN_TH_19,"Concern for abuse or non-accidental injury?",TRI,Y,,,,"Yes|No|Not sure",,Y
