flow_id,system,chief_complaint,module,order,question_id,question_text,answer_type,required,min,max,choices,help_text,active
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,1,ENDO_DM_01,"Diabetes diagnosis?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,2,ENDO_DM_02,"Confusion or not acting normal?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,3,ENDO_DM_03,"Fainted or seizure occurred?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,4,ENDO_DM_04,"Sweating/shaking/hunger (low sugar symptoms)?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,5,ENDO_DM_05,"Very thirsty or urinating a lot?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,6,ENDO_DM_06,"Vomiting or cannot keep fluids down?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,7,ENDO_DM_07,"Deep/rapid breathing or shortness of breath?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,8,ENDO_DM_08,"Severe abdominal pain?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,9,ENDO_DM_09,"Blood sugar very low (<70) or very high (>300)?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,10,ENDO_DM_10,"Insulin or sulfonylurea use?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,11,ENDO_DM_11,"Missed insulin doses?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,12,ENDO_DM_12,"Recent illness or infection?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,13,ENDO_DM_13,"Type 1 diabetes?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,14,ENDO_DM_14,"Unable to eat or keep food down?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,15,ENDO_DM_15,"Symptoms worsening rapidly?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,16,ENDO_DM_16,"Chest pain or trouble breathing?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,17,ENDO_DM_17,"Severe weakness?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,18,ENDO_DM_18,"Fruity breath odor?",TRI,Y,,,,"Yes|No|Not sure",,Y
ENDO_DIABETES_LOW_HIGH_V1,ENDO,DIABETES_LOW_HIGH,CORE,19,ENDO_DM_19,"Able to check and treat blood sugar at home?",TRI,Y,,,,"Yes|No|Not sure",,Y
