flow_id,system,chief_complaint,module,order,question_id,question_text,answer_type,required,min,max,choices,help_text,active
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,1,CARD_CP_01,"Chest pain or chest pressure now?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,2,CARD_CP_02,"Chest pain started suddenly?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,3,CARD_CP_03,"Shortness of breath?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,4,CARD_CP_04,"Pain radiates to arm/jaw/back?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,5,CARD_CP_05,"Sweating, nausea, or vomiting with pain?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,6,CARD_CP_06,"Fainting or near-fainting?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,7,CARD_CP_07,"Pain worse with deep breath (pleuritic)?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,8,CARD_CP_08,"Coughing up blood (hemoptysis)?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,9,CARD_CP_09,"Leg swelling/pain (DVT symptoms)?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,10,CARD_CP_10,"Recent surgery/immobility/long travel?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,11,CARD_CP_11,"History of heart disease (CAD/MI/stent) or stroke?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,12,CARD_CP_12,"Known aortic aneurysm or connective tissue disorder?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,13,CARD_CP_13,"Severe tearing chest/back pain?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,14,CARD_CP_14,"Fever or recent viral illness?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,15,CARD_CP_15,"On blood thinners (anticoagulants)?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,16,CARD_CP_16,"Pregnant or postpartum (within 6 weeks)?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,17,CARD_CP_17,"Age 60+?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,18,CARD_CP_18,"Symptoms worsening rapidly?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_CHEST_PAIN_V1,CARDIO,CHEST_PAIN,CORE,19,CARD_CP_19,"Pain reproducible with pressing on chest wall?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,1,CARD_PAL_01,"Feeling heart racing or skipping beats?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,2,CARD_PAL_02,"Chest pain or chest pressure?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,3,CARD_PAL_03,"Shortness of breath?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,4,CARD_PAL_04,"Fainting or near-fainting?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,5,CARD_PAL_05,"Episode lasts > 15 minutes?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,6,CARD_PAL_06,"Starts/stops suddenly (like a switch)?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,7,CARD_PAL_07,"Irregular heartbeat sensation?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,8,CARD_PAL_08,"Recent stimulant/caffeine/energy drinks?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,9,CARD_PAL_09,"Alcohol or drug use?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,10,CARD_PAL_10,"Fever or infection symptoms?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,11,CARD_PAL_11,"Known thyroid disease or weight loss/heat intolerance?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,12,CARD_PAL_12,"History of heart disease or prior arrhythmia?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,13,CARD_PAL_13,"Family history sudden cardiac death?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,14,CARD_PAL_14,"Pregnant or postpartum?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,15,CARD_PAL_15,"On blood thinners (anticoagulants)?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,16,CARD_PAL_16,"Anxiety/panic symptoms with episode?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,17,CARD_PAL_17,"Symptoms worsening rapidly?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,18,CARD_PAL_18,"Severe weakness or confusion?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_PALPITATIONS_V1,CARDIO,PALPITATIONS,CORE,19,CARD_PAL_19,"Chest pain + palpitations together?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,1,CARD_HTN_01,"Very high blood pressure reading recently?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,2,CARD_HTN_02,"Severe headache?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,3,CARD_HTN_03,"Vision changes?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,4,CARD_HTN_04,"Chest pain or chest pressure?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,5,CARD_HTN_05,"Shortness of breath?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,6,CARD_HTN_06,"New weakness/numbness or trouble speaking?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,7,CARD_HTN_07,"Confusion or severe drowsiness?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,8,CARD_HTN_08,"Severe back/tearing pain?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,9,CARD_HTN_09,"Pregnant or postpartum (within 6 weeks)?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,10,CARD_HTN_10,"Seizure occurred?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,11,CARD_HTN_11,"New kidney symptoms (very low urine) or swelling?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,12,CARD_HTN_12,"On blood thinners (anticoagulants)?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,13,CARD_HTN_13,"Missed blood pressure meds recently?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,14,CARD_HTN_14,"Used cocaine/amphetamines/stimulants?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,15,CARD_HTN_15,"Age 60+?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,16,CARD_HTN_16,"Symptoms worsening rapidly?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,17,CARD_HTN_17,"Known heart disease, stroke, or kidney disease?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,18,CARD_HTN_18,"Severe nausea/vomiting?",TRI,Y,,,,"Yes|No|Not sure",,Y
CARDIO_HTN_URGENT_V1,CARDIO,HYPERTENSION,CORE,19,CARD_HTN_19,"Able to recheck BP after resting 5-10 minutes?",TRI,Y,,,,"Yes|No|Not sure",,Y
